"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138"
"1",0.316093572892442,0.548891354854114,0.463640733967001,0.20836597594979,0.336529767673377,0.335821832124945,0.148825901676573,0.411299861178037,0.287274058504971,0.409736601541715,0.285548751224082,0.53234692007458,0.364705686478986,0.386726807092786,0.512661530463519,0.369513808213099,0.302422876787386,0.404778570331933,0.122859068393927,0.107855471380493,0.406652867079621,0.427860002812168,0.208849993504218,0.430308347105214,0.43006833456682,0.185186341857095,0.318693917965984,0.540971843349897,0.239937553654306,0.416559655475918,0.611096814676633,0.443414600360857,0.544219331237393,0.515427557615333,0.534410692743484,0.44246439947752,0.366790483512813,0.539245885883585,0.464170776210606,0.46753935046329,0.414390126916514,0.754796899635762,0.671702789653306,0.511309796374397,0.523821040280687,0.691797369243002,0.373500949223693,0.746189002611196,0.407119959801751,0.535675344001762,0.558694817375214,0.491834203539472,0.355796839792657,0.459527804383752,0.575723278794966,0.594234800960064,0.501220784769054,0.481712404731363,0.37747478896212,0.29131391764931,0.465692289806202,0.512665486502104,0.407398252622622,0.610918318681092,0.335459287956262,0.313388027563344,0.327004616463966,0.403876643103897,0.579013987091839,0.543086981872761,0.385573105102913,0.299898182092273,0.357835911402511,0.731112037266418,0.374384595567787,0.419024623464404,0.46070498921246,0.580143973132609,0.224330999651746,0.517903821982955,0.304751286850779,0.152367118950281,0,0.200163752197942,0.158202454662736,0.0626787199879453,0.321267661860997,0.398213824009997,0.215413633474736,0.280968827255109,0.210185952660394,0.420550728172686,0.353304383376436,0.292232775548153,0.382538944254795,0.314180782427983,0.290742788891746,0.426552866466544,0.239403178485231,0.347742010828708,0.400774313241498,0.377610611864164,0.44858299095421,0.175593558765618,0.342212993103009,0.212899651013131,0.548336463750352,0.487336670420958,0.444633664131869,0.116643618279253,0.567887136048028,0.117950596987814,0.254132102103079,0.664326252470612,0.443102111084649,0.402082301337684,0.396306410840383,0.232857636529855,0.332178027008649,0.220589771571036,0.510795197400727,0.380836719490175,0.176165146904549,0.318426823573892,0.398657579219833,0.277067942539237,0.32809994628085,0.228742538654272,0.527535584766317,0.212517261093334,0.425708028112956,0.146648594254752,0.403137434033252,0.26403803433986,0.320664484545734,0.354566245533919,0.34075991121932,0.134800731733292
"2",0.560606684810453,0.141508039361575,0.292807559230717,0.155955846490036,0.108406325052746,0.278365214263684,0.186798399904301,0.463575672740929,0.0762701507061996,0.414563698377061,0.204033083119492,0.338329233983755,0.136544705043271,0.407150033921016,0.37334793134562,0.214691846965203,0.318593488085995,0.149493318929099,0.294401918944942,0.300975597773272,0.4446636732598,0.501625562639488,0.159881222392124,0.268375006730387,0.256467790560956,0.183229907295684,0.290344196624729,0.136638350893044,0.399456835810467,0.247900907523362,0.569033726128361,0.507335453328142,0.725896582136493,0.647654249744265,0.730820904042221,0.825042660951905,0.401437084662165,0.472432908559694,0.782739144355986,0.607353373324233,0.752336037469123,0.807417397122301,0.689430790527521,0.654183178235751,0.712141286651213,0.701546308141271,0.876527139823581,0.829239473694393,0.821384248581119,0.822035631836217,0.672034362484098,0.528420364285231,0.943714987348554,0.609153436260114,0.606232103999458,0.59328990057979,0.313115924222829,0.507362493420968,0.792663327975905,0.749148360222318,0.654495861631824,0.906613563247745,0.722857657958696,0.732730015582461,0.673900537415644,0.62488462551655,0.742259930415252,0.759536353976581,1,0.694941179704629,0.584351032392188,0.686235016069979,0.602350607891273,0.714044568618253,0.693605129462148,0.507959139492909,0.657165972419115,0.74204017612904,0.647215320296989,0.296684664623556,0.385742168314773,0.318782857247679,0.366681930140089,0.241639644616311,0.154541066503211,0.0719700116471625,0.379299328990262,0.52422671955387,0.092290626541467,0.406378926131866,0.248565979171384,0.107059558411621,0.244027529676499,0.44983759609334,0.216172257332177,0.455147815217094,0.134871014776938,0.423640021312672,0.0398921972557611,0.161156131519331,0.383023231704641,0.150430877917804,0.497703772106399,0.176496504802045,0.335590746876295,0.102890025755213,0.375157951750743,0.094307946534549,0.408805876613567,0.457323527343279,0.262074241829792,0.375562326990154,0.347074693207983,0.246548993426974,0.284241531287939,0.375993922523085,0.378853220974452,0.0690458099093536,0.112867953507837,0.392327939579431,0.538041468596079,0.308011709254895,0.319788336291473,0.330338427131225,0.587850372036488,0.526866677652174,0.293317287262447,0.211419372359255,0.394948614856223,0.392910788743948,0.430156760054079,0.386552894473748,0.275592875304502,0.316472557086078,0.406263431437612,0.396730776394494,0.364999490895592,0.110145076037613
"3",0.28598361358103,0.300945676909673,0.284855705935215,0.153475315016724,0.361711534813362,0.242515561954364,0.246551316068131,0.386517335469602,0.333581258821595,0.0892989299972364,0.424952835853783,0.106671047906302,0.107121391823053,0.432286389596986,0.217132591461902,0.110996901179831,0.170451595243685,0.294052627200197,0.12872976118396,0.280458506622801,0.290985633148835,0.329142767782051,0.310944231721175,0.246336978119933,0.302489476649427,0.272556713490124,0.27690111549606,0.0694171451745713,0.236746638399421,0.436379315151645,0.662491278414755,0.853027810369256,0.548933043482467,0.861671971559904,0.74895452956642,0.641645080184647,0.718079184653451,0.712760343548779,0.757322939288783,0.705659392776317,0.857976179271113,0.722794737630448,0.571502368951124,0.744470037793973,0.645369269026523,0.666552302833498,0.703727968650133,0.801944936907053,0.700025555526096,0.440784376023728,0.584413908512807,0.495107142172442,0.72125143559595,0.636131107101584,0.332740410152596,0.54136615234599,0.796003450737076,0.582101638258259,0.525737386591855,0.620079965306128,0.763353132091281,0.760672346296693,0.687419125934923,0.687022704272025,0.737435351988035,0.655881956132892,0.606539096451726,0.863343369026231,0.637084445880951,0.698090115311946,0.604315363107005,0.814642898108297,0.71914008708205,0.789012495029207,0.566168582987932,0.722832781991714,0.75900336220328,0.751134378043741,0.500340326886711,0.504593743706944,0.369044474469291,0.345724293458233,0.233134318627011,0.277538373222093,0.529212015412986,0.247435075286472,0.22667047461019,0.0578781857355809,0.154375468774591,0.0975845100923587,0.00321635796773728,0.269754737199747,0.304733592355164,0.440834710334153,0.73284312139655,0.164192529077315,0,0.0536418982071537,0.405567990824345,0.163494953778861,0.513224249500345,0.529444678136204,0.350320191101537,0.355295439969871,0.287796271507977,0.320822780046963,0.143175887659593,0.555014744982693,0.474204146815991,0.178730067006186,0.405418124049131,0.132520838420695,0.235631676138623,0.371304221201348,0.168842214313898,0,0.234090281812095,0.206761219837218,0.278237389267564,0.12153260455012,0.156077896123566,0,0.446859756316317,0.306503697447521,0.368669006543744,0.31865337712964,0.437476408204275,0.134195110200252,0.429646499701076,0.243235846109579,0.26762221323545,0.264971444517829,0.253136552256649,0.339100077871215,0.418986666892765,0.572421036332892,0.313796679160351,0.305526668367361
"4",0.13205471976195,0.398495727822439,0.174874627564689,0.190628916670055,0.289499988288949,0.430730463237619,0.358863402088864,0.248759478139884,0.291763107541177,0.272666737706568,0.293101813268956,0.430537524435653,0.205800027515958,0.439656919012353,0.528784096296832,0.17920738216123,0.271126022990108,0.446535743976898,0.441635466986812,0.25260978127298,0.457875703826679,0.149235001962128,0.333866189347845,0.266567855696552,0.331025356929464,0.311433166230487,0.244133651320901,0.241431645850588,0.283581628297414,0.384796131377732,0.51801316985083,0.610269214906822,0.603746970561038,0.693700852946426,0.505757651448752,0.478571214146378,0.566173063888375,0.696715103495593,0.554942909156044,0.66767425258242,0.584213437818468,0.716544613896305,0.794318906632228,0.66145013796166,0.609631943942423,0.519620661849477,0.578945678452439,0.65356571628204,0.505880393497677,0.461902788761647,0.528055681905111,0.465846409921682,0.531402463933962,0.408103917892443,0.405878530709651,0.468495327176177,0.760458677400354,0.152866262208791,0.485359124138709,0.373662653087451,0.537681059708799,0.708012974485951,0.457919983157124,0.449902399376208,0.327598268101573,0.538343439198774,0.510227819291994,0.624773931238916,0.522939763340243,0.412530927776796,0.54699312456462,0.514441343985693,0.443882955094832,0.641183877864027,0.291467851988459,0.485429807842411,0.556638211729288,0.194920735783158,0.55372922725143,0.192173526141916,0.215615056472475,0.373721297806304,0.441746559786884,0.203670936602973,0.471147417473888,0.247966974482597,0.221885919109159,0.124227599024072,0.306364181063916,0.208474189381832,0.512082699121966,0.0724823452265008,0.269484849109389,0.227250244389903,0.379496439378592,0.208010063137547,0.27057088494836,0.224214364454096,0.0721125358372969,0.246370984164493,0.327383505862766,0.233933947631448,0.478762719121858,0.10941774795723,0.38212957188229,0.0195172866466932,0.176501050281349,0.439653570254151,0.410235399850619,0.272071778949777,0.340496154959133,0.114926538999068,0.264236962484295,0.353803871523976,0.295408858716045,0.39645723194063,0.2922835307044,0.137768528906318,0.374072374581191,0.249423845166153,0.376482889596601,0.479897934884612,0.379941394472045,0.565223384881241,0.195764263272095,0.346988114917833,0.394297983240021,0.267603511326294,0.390189379681337,0.145224099269271,0.305903247858035,0.136159755770295,0.355114667253282,0.252277449401526,0.255878475392123,0.34198114964814,0.222352433376289,0.256626334509484
"5",0.523332222353524,0.416491438216763,0.339971284395943,0.275342676980008,0.28951754226873,0.415342568563511,0.451081787809435,0.237854308733454,0.274003635899735,0.20283298252056,0.383926231206092,0.52334541693026,0.331279618553272,0.347249736758802,0.361428135535181,0.262336531566748,0.277730653529474,0.289345921026171,0.343970115577421,0.269010253818919,0.456255815138149,0.314989699888368,0.295049566565322,0.289330701206126,0.417024599445494,0.181290338735499,0.369830172121319,0.46712579365044,0.323005493284601,0.258281572751022,0.429786039077378,0.759389456271531,0.728695116223345,0.575000496611717,0.444289204098149,0.502874050888371,0.457331297789812,0.395552213294409,0.427072277918389,0.434252290073178,0.596426921444655,0.494606702734352,0.650189862319195,0.672557281988453,0.609001569849712,0.545839919871404,0.586598468654554,0.519560750277932,0.544673745660276,0.612959935586063,0.289190049061012,0.332736133505514,0.158305842786783,0.560957351084574,0.541959291166078,0.559251017098012,0.488394230171854,0.446037032294732,0.508321546387883,0.554249075697518,0.597110261961311,0.627518142955826,0.501874341130026,0.574229161168201,0.616171710879089,0.463591018182087,0.759050695610813,0.455071784750559,0.662691811285128,0.68572561444966,0.586882562979785,0.536862052622126,0.662110134848384,0.614809672743402,0.567199836506118,0.636307477251011,0.632557557192331,0.510722223285411,0.242457803014793,0.222790405222549,0.170630521293923,0.351231547053034,0.171082780754011,0.574098377690099,0.394418750151014,0.133062311692489,0.264393720152962,0.230889964463233,0.33994546420461,0.28224395405277,0.192926873774619,0.335610578635283,0.381971488012478,0.33810545831042,0.222965811983776,0.441573656767081,0.276273561727227,0.354614033441337,0.242449988503374,0.175881025539634,0.275564572046161,0.30844132189872,0.513021536157366,0.0866565300963423,0.241848719877526,0.239793059384526,0.217326137952306,0.291233211302295,0.56316769228405,0.224465182819868,0.423373012007303,0.166132971569981,0.196689002479376,0.434088027510757,0.351685798239372,0.282839956166194,0.18522822398673,0.217101009384848,0.5052385095557,0.462385960051056,0.31392719558726,0.128584326262456,0.267833228003563,0.322132170755425,0.52566752281659,0.345442721046061,0.248560743792389,0.128954895730398,0.476998915551336,0.408973415570446,0.372982876876026,0.273938871913136,0.421683556816759,0.376938362477899,0.471213279027189,0.31940309044769,0.267598163792193,0.297881388179136
"6",0.385517444044076,0.398394557812366,0.192211502801581,0.177803033744808,0,0.0797745578281425,0.124981961966308,0.167647147999624,0.162404488638968,0.25989338732621,0.0989945755172223,0.058506908364685,0.266484611040199,0.288817065769199,0.286577216298663,0.185141943735219,0.00332766282630939,0.235769452626758,0.111357352784828,0.209959170561653,0,0.299771409083012,0.255165479788787,0.0389710412075612,0.105271641605782,0.198280068585303,0.125564459010158,0.207349893855558,0.221609351564237,0.0405160928622481,0.177820627454252,0.19654069927011,0.592268100549191,0.335453605841041,0.313260734144925,0.332663596415889,0.153087343963621,0.349783578538697,0.372781771169336,0.488980508027588,0.428925272766639,0.502263020136797,0.409419052034151,0.366750805973044,0.311889014206775,0.41518600921085,0.586115368643668,0.545950634574544,0.270819054640125,0.35233198811528,0.309112428646807,0.261208117640385,0.247936227351526,0.358336078374052,0.716584877865998,0.491640030873278,0.498875137696069,0.288954318402587,0.457384021215217,0.412728025936533,0.683184019050725,0.524885361222708,0.407982454994482,0.375445717793222,0.508370375634042,0.392817707840371,0.529654730430546,0.304597361509197,0.479662710819245,0.45454129019433,0.615669847710057,0.492699854691632,0.638695835707126,0.539905002661044,0.304693571177045,0.512300474187698,0.591867270047949,0.454239452634867,0.344929702583327,0.313295836870395,0.447912055747719,0.541018245043482,0.292829222182856,0.368588001646651,0.443124980664973,0.123442792812017,0.648980633535864,0.311466918671755,0.386061928003059,0.526824710711741,0.015616616922727,0.0629666066470078,0.427855219692217,0.573753979632593,0.534270709246853,0.445655721088477,0.449952166109656,0.433199453321364,0.632695729972609,0.369675603591716,0.632308381622115,0.260251911606978,0.528240240252121,0.37063144131429,0.571981020043021,0.331688924004425,0.587080641708123,0.43582891013301,0.631604974022696,0.368427485098503,0.543328524258691,0.197271149311626,0.481017965037371,0.792009973763749,0.444000602044042,0.541281762260934,0.361268406464009,0.655832763707959,0.414593417418741,0.448406091058093,0.255349221062752,0.517466781032703,0.48913057631429,0.344029195220599,0.465854336402702,0.613210957739714,0.45384113086341,0.56021926221519,0.506677024255723,0.45815733733925,0.35515278148874,0.623335578499742,0.467223250299911,0.624321395635933,0.632563474916584,0.618907773904099,0.409642321106057,0.53125326209621
"7",0.297660465496723,0.447863150525301,0.411410721597627,0.305916855985195,0.369837520201484,0.285884600748568,0.239177615628472,0.390841127389896,0.0945356268850684,0.158550218315124,0.318045067945912,0.315154648156821,0.278095339624735,0.356374498074927,0.426202011451884,0.365482381324401,0.354045792348434,0.204192318535992,0.147645474482202,0.175072960168332,0.35336469013836,0.318556078486801,0.175764645751651,0.247044415203859,0.246150330633812,0.26830618993855,0.310051771256065,0.242038847455349,0.173846539953541,0.260145444523479,0.399770985781208,0.809385768137456,0.484405888397201,0.72909663835979,0.645956867503763,0.713643341838829,0.609982822308952,0.831824058423214,0.595890581886723,0.700403384543174,0.878123042003429,0.72872665228039,0.791656120059288,0.64635640459761,0.657899750173429,0.817904053079373,0.686119555136021,0.556054900848082,0.415430520200255,0.603544774599026,0.72580979600807,0.466896433347785,0.729367129916982,0.64305156314058,0.687530514850146,0.424549037963641,0.792855040994951,0.328127803424357,0.401337242355461,0.56773959247728,0.660446849255535,0.605152259530606,0.596161131639917,0.810332844715539,0.7444189040099,0.558827633434389,0.605287123160098,0.59236104316154,0.529153284804053,0.760930995254218,0.515189244674222,0.820370627844032,0.701167445107323,0.652522503399563,0.545031607176642,0.642516987570056,0.509940758322294,0.515178017627568,0.276543158900813,0.205639714042533,0.536384509280661,0.248695724468376,0.213569782167663,0.309971223017398,0.220321874209607,0.165786350619238,0.269252535503534,0.336795674535907,0.374991461843637,0.286096514944141,0.103088716351919,0.279911354038686,0.295543945396802,0.447235376673806,0.39906449569086,0.432098489963255,0.11585055515146,0.203228000104531,0.208731641376002,0.236367172152844,0.27988402407761,0.229802626029389,0.319608752768947,0.312698038559847,0.339446255500945,0.223734374034242,0.504800304406521,0.511908323099786,0.40002449229305,0.302756805063528,0.374644761747286,0.201958272897401,0.327227159068997,0.294727111429742,0.205276479324382,0.365557775297287,0.136029083059969,0.128582002020699,0.341967707756117,0.448042084179631,0.471854167865148,0.431259830225406,0.376821345214963,0.159500152073559,0.335450437096285,0.495024772973467,0.298206074880991,0.269142810666465,0.37240927473414,0.044831399971245,0.253812016257731,0.244684694730179,0.25071430905102,0.225118402722725,0.289256117248402,0.273418519580228,0.260226540208049,0.374066127472768
"8",0.403618174065413,0,0.232021232207556,0.0698789107886267,0.49213594429005,0.308104127601074,0.00644972895472052,0.267309154615921,0.209542974694288,0.174058944267443,0.442539861936514,0.0980932811947538,0.153757227637783,0.146074032743732,0.370181420118516,0.225748088365506,0.115748062098706,0.175067336968954,0.236374145628099,0.26740975130918,0.157297385175896,0.353111107638168,0.287791235368143,0.228746616938066,0.35127239471461,0.162816909730909,0.266300959639277,0.151649257201452,0.233559386650608,0.491041235917719,0.613567858181969,0.923226877597394,0.974526063150326,0.761393712489647,0.615406513229111,0.802615956268796,0.705124854375234,0.657002401584523,0.716431981768034,0.627805913327978,0.913127741063377,0.718729567830653,0.791225034606321,0.646781419959201,0.68462903371929,0.86767892312287,0.868165423051358,0.648821591640647,0.506668423618612,0.885689884275504,0.650729225076961,0.684109282531137,0.555798741975866,0.689650544276649,0.432223568506288,0.598929930964507,0.87465259855355,0.554218940184942,0.614214553372556,1,0.727344546571565,0.984064512980733,0.823672141621302,0.788755617140021,0.744910737019466,0.785158584130918,0.809091249244572,0.728934760514448,0.677735544843868,0.753249046843905,0.764467153008569,0.738288733711998,0.697363066830599,0.825978028793697,0.674251210129454,0.967422212440796,0.699601066643463,0.693757269354004,0.152354491220054,0.169780013462161,0.231408715583112,0.525255807076025,0.0522581398858981,0.164520678907919,0.294510852806239,0.164643901081115,0.105227697390127,0.28223613312275,0.156728250115152,0.148929857550447,0.0725501579575467,0.420868691982827,0.185589434909923,0.31544349669736,0.319218105074193,0.0808516590949654,0.351263685302065,0.164020166144967,0.268596582546016,0.0336852619475634,0.133234596902557,0.47880497452492,0,0.145260708237463,0.457336937786827,0.180068824850092,0.213744217413885,0.53904765212806,0.263654225361748,0.211153222637351,0.367795209855348,0.0696412774975235,0.403432272488213,0.304694423927162,0.0415023829529223,0.166430747120117,0.045613233190659,0.348155791020177,0,0.104917126365488,0.384816924540798,0.28813976861971,0.303101035207215,0.276875397267247,0.128009024122923,0.292746603929762,0.457792888875984,0.300930334151937,0.347465713294452,0.089146693895583,0.201442688046499,0.15225736203841,0.324494778182709,0.352943281836417,0.33930719642936,0.367651367963539,0.311758882008635,0.233643832535048
"9",0.248185291332759,0.199015116936687,0.0809266366205405,0.0988982198215613,0.195377297485908,0.210686125152628,0.0941215691645639,0.207422716497371,0.197640358193429,0.312796771042818,0.235246542995228,0.194943377584734,0.0444115622012428,0.30709770603361,0.406723644371378,0.249576844821405,0.0271821784418105,0.0601585745533332,0.0932461967751507,0.153694796096653,0.219388739107441,0.37685543282257,0.222816167337206,0.114529155424284,0.178062219114003,0.0391754216163896,0.177645461954216,0.26788792048304,0.262548524108331,0.210790735766317,0.167481139865855,0.337430372338558,0.424739487306106,0,0.255191299331622,0.124799115464802,0.31028006698454,0.242410215916977,0.187753768109514,0.433013063559357,0.371730093365383,0.398667291953199,0.398150556533265,0.343678808804919,0.267541375293222,0.363576008001806,0.530726740097346,0.365251051935139,0.37861914263061,0.411204964996082,0.489688558673204,0.320787897888763,0.0625393208301495,0.376420211307015,0.608977450789013,0.511421369688215,0.380865159726384,0.0213907199801829,0.250866516191136,0.173465187540768,0.658618008437188,0.480927370220867,0.564274798767042,0.266623258222976,0.397342367700496,0.761916647166492,0.465001226453683,0.527873665720523,0.445753341807837,0.449356184876958,0.472968838047555,0.469577924559788,0.599411057844006,0.643282122464371,0.302988148533654,0.605720974251246,0.588427381473192,0.399672535383944,0.608133686749276,0.377970603107798,0.196974532490914,0.252272977452958,0.246505959063329,0.267982061048939,0.305044280398603,0.282021593241719,0.388983370943131,0.488775664370839,0.504011420612481,0.52032557333686,0.00396028377890191,0.327869994067865,0.544869999288622,0.65395680990101,0.599301365297781,0.346241234024689,0.387515474605157,0.380409376614476,0.641108597803621,0.479576484253924,0.648951353556806,0.640459705962721,0.430406982905374,0.425305980088549,0.534633369078022,0.618817323694766,0.669146134005422,0.53407137574305,0.556057531423142,0.549143024355109,0.635186187898225,0.399904797943768,0.505693952855911,0.669944424808147,0.438984083653228,0.665776685701401,0.234630356831051,0.395254163654964,0.686975780429843,0.405652351248598,0.550683606292313,0.603138573957588,0.619255408841753,0.444255677553306,0.617658972233131,0.462771254882307,0.31635603455571,0.516540163926455,0.664683927173772,0.4001126436384,0.640982025240923,0.56489923139834,0.55242406801086,0.602817257533652,0.519320724642249,0.476894315099561,0.459816255603083,0.456698451421608
"10",0.683544710268115,0.343968487984947,0.384388023913936,0.370751595599163,0.434299075561207,0.372531608123335,0.458723778712263,0.566503344058709,0.462539995655291,0.433057620899309,0.617572054575557,0.558649789521613,0.585538702902839,0.473883109121724,0.553767514123319,0.666229566039933,0.429021835424169,0.616694830127989,0.51672167655323,0.314702329257412,0.539340698035872,0.545520420195734,0.507468085115047,0.593981697922726,0.4158545432873,0.412110613492998,0.540180214209304,0.46568291106244,0.540888729252649,0.601470892469325,0.372278219853877,0.495325661910529,0.653207002493896,0.584441520915078,0.448038790181542,0.506519732368047,0.459136282623979,0.416863696482733,0.470443109974712,0.506239015250954,0.494038971515531,0.440647597904909,0.443012518921433,0.41154795489275,0.404543675579984,0.48265311404994,0.525276859652445,0.560333128694327,0.598291272962874,0.339666656633223,0.403916131881021,0.422023249982876,0.154833502740335,0.264123298873528,0.545919546974227,0.349285317859834,0.443632498827847,0.27895348629486,0.294909506595995,0.418124714303556,0.339987090751248,0.667508032057761,0.509418742497823,0.527840045182664,0.458343610424559,0.2579716899738,0.413059298156038,0.254037535961026,0.536766677939153,0.407574928437187,0.343338544294802,0.34002811161966,0.376073569903169,0.51898459799716,0.512591965255056,0.521735031146405,0.554594937983787,0.554746933136215,0.569411921011612,0.50379632616391,0.342675361651682,0.388117921392947,0.355513833211501,0.511803893606234,0.509988528485134,0.304893125053225,0.31909990552566,0.225602934739796,0.348121279708103,0.665696989439517,0.397807407081209,0.339209338052024,0.514410645684424,0.634394955703809,0.679138896107611,0.531081483755957,0.697027700077044,0.404595283907675,0.525859012887269,0.309173090012032,0.573436472736019,0.609005679469081,0.668396280525611,0.39228301458167,0.495127734512663,0.493421880835624,0.310091252897043,0.414093010899595,0.404450173644896,0.523866954714409,0.552975894327706,0.446880747676701,0.568970720313853,0.659514158554753,0.461852196421954,0.833710147917785,0.385331023434708,0.525595688423088,0.511234755737373,0.601222779984469,0.514132286316374,0.451913827334425,0.522493808880393,0.543170403605815,0.630320968787416,0.618605785528013,0.576675330091798,0.540002054590707,0.706932851029036,0.582645906040649,0.446542990957391,0.626965213641026,0.390331298684212,0.573872673556975,0.579360096393522,0.713858265211255,0.496529766012269,0.342531904440429
